0,No,Field,StarID,RA,Decl,X,Y,V,V_I,I,Vsig,Isig,B_V,B,Bsig
212,212,LMC_SC10,55440,5.168294,-68.89697,105.75,6336.06,19.449,0.973,18.474,0.048,0.051,0.905,20.361,0.148
213,213,LMC_SC10,55441,5.166200,-68.89678,7.28,6337.18,18.026,0.116,17.910,0.038,0.082,,,
214,214,LMC_SC10,55444,5.166867,-68.89686,38.71,6336.82,19.837,0.316,19.520,0.247,0.185,,,
215,215,LMC_SC10,55445,5.166111,-68.89606,3.03,6343.42,17.726,-0.017,17.744,0.029,0.063,,,
216,216,LMC_SC10,55449,5.166683,-68.89592,29.94,6344.79,19.384,-0.664,20.049,0.509,0.632,,,
217,217,LMC_SC10,55454,5.166081,-68.89567,1.68,6346.97,19.196,1.019,18.175,0.606,0.406,,,
218,218,LMC_SC10,55455,5.167525,-68.89569,69.53,6347.04,19.604,1.220,18.384,0.063,0.050,0.709,20.319,0.137
219,219,LMC_SC10,55456,5.167808,-68.89575,82.87,6346.55,19.078,0.955,18.121,0.041,0.053,0.914,19.997,0.107
220,220,LMC_SC10,55459,5.166758,-68.89514,33.43,6351.75,19.208,1.023,18.184,0.092,0.052,,,
221,221,LMC_SC10,55465,5.167611,-68.89494,73.61,6353.65,19.224,1.042,18.182,0.034,0.044,0.866,20.095,0.073
222,222,LMC_SC10,55470,5.166108,-68.89447,2.82,6357.34,19.076,1.084,17.993,0.040,0.047,,,
223,223,LMC_SC10,55471,5.167067,-68.89458,47.91,6356.67,18.749,0.246,18.503,0.054,0.068,,,
224,224,LMC_SC10,55477,5.167622,-68.89414,74.10,6360.64,19.628,0.952,18.675,0.052,0.060,0.969,20.602,0.129
225,225,LMC_SC10,55479,5.167872,-68.89358,85.82,6365.59,17.969,0.031,17.937,0.026,0.034,0.023,17.991,0.025
226,226,LMC_SC10,55482,5.166725,-68.89356,31.88,6365.50,18.739,0.212,18.527,0.044,0.068,,,
227,227,LMC_SC10,55484,5.166103,-68.89342,2.54,6366.47,18.340,0.051,18.289,0.068,0.076,,,
228,228,LMC_SC10,55486,5.167264,-68.89314,57.21,6369.20,18.444,0.170,18.274,0.064,0.063,0.631,19.079,0.157
229,229,LMC_SC10,55492,5.166142,-68.89272,4.29,6372.61,19.777,1.010,18.766,0.126,0.092,,,
230,230,LMC_SC10,55493,5.167125,-68.89275,50.58,6372.65,18.538,0.153,18.385,0.030,0.049,,,
231,231,LMC_SC10,55496,5.166567,-68.89247,24.34,6374.87,19.876,1.016,18.860,0.253,0.161,,,
232,232,LMC_SC10,55502,5.167722,-68.89156,78.61,6383.18,18.875,0.141,18.734,0.052,0.090,0.025,18.900,0.071
233,233,LMC_SC10,55503,5.166394,-68.89128,16.21,6385.18,19.266,0.976,18.290,0.116,0.084,,,
234,234,LMC_SC10,55507,5.166247,-68.89108,9.25,6386.72,19.301,1.367,17.933,0.126,0.084,,,
235,235,LMC_SC10,55508,5.166506,-68.89147,21.38,6383.54,21.087,0.765,20.320,0.402,0.464,,,
236,236,LMC_SC10,55515,5.166219,-68.89050,7.87,6391.84,18.812,0.821,17.991,0.063,0.128,,,
237,237,LMC_SC10,55517,5.166611,-68.89050,26.32,6391.97,17.888,0.055,17.834,0.064,0.055,,,
238,238,LMC_SC10,55526,5.168281,-68.88983,104.80,6398.31,18.467,0.532,17.934,0.028,0.037,0.407,18.877,0.153
239,239,LMC_SC10,55528,5.166753,-68.88975,32.97,6398.52,19.347,1.027,18.319,0.068,0.051,,,
240,240,LMC_SC10,55530,5.166275,-68.88961,10.49,6399.63,,,18.569,,0.084,,,
241,241,LMC_SC10,55534,5.166825,-68.88947,36.38,6400.98,18.209,-0.013,18.222,0.021,0.042,,,
242,242,LMC_SC10,55535,5.168636,-68.88956,121.59,6400.78,19.233,0.981,18.251,0.040,0.044,0.909,20.147,0.099
243,243,LMC_SC10,55536,5.167494,-68.88942,67.86,6401.80,19.410,0.981,18.429,0.052,0.054,0.922,20.339,0.095
244,244,LMC_SC10,55540,5.166894,-68.88925,39.54,6403.01,19.662,1.141,18.520,0.071,0.053,,,
245,245,LMC_SC10,55546,5.167883,-68.88897,86.10,6405.65,19.253,0.935,18.315,0.034,0.046,0.805,20.062,0.122
246,246,LMC_SC10,55548,5.168717,-68.88872,125.35,6408.10,19.866,1.199,18.666,0.236,0.183,,,
247,247,LMC_SC10,55549,5.168556,-68.88872,117.77,6408.04,19.462,1.608,17.852,0.046,0.041,1.444,20.915,0.144
248,248,LMC_SC10,55552,5.167003,-68.88825,44.63,6411.62,19.118,1.055,18.062,0.129,0.038,,,
249,249,LMC_SC10,55556,5.166475,-68.88831,19.76,6411.01,19.808,1.072,18.734,0.203,0.107,,,
250,250,LMC_SC10,55557,5.167644,-68.88819,74.77,6412.32,18.280,-0.028,18.307,0.023,0.041,-0.076,18.203,0.020
251,251,LMC_SC10,55560,5.166364,-68.88794,14.51,6414.09,19.295,1.365,17.929,0.084,0.046,,,
252,252,LMC_SC10,55561,5.167056,-68.88803,47.06,6413.71,19.450,0.945,18.505,0.056,0.058,,,
253,253,LMC_SC10,55562,5.167750,-68.88803,79.75,6413.82,18.466,0.343,18.123,0.072,0.047,-0.189,18.277,0.042
254,254,LMC_SC10,55566,5.167933,-68.88794,88.45,6414.72,19.654,1.479,18.173,0.091,0.046,1.510,21.173,0.276
255,255,LMC_SC10,55567,5.168658,-68.88789,122.54,6415.18,19.244,1.024,18.219,0.038,0.044,1.035,20.286,0.094
256,256,LMC_SC10,55571,5.168103,-68.88772,96.37,6416.52,18.937,0.242,18.695,0.051,0.085,0.373,19.313,0.083
257,257,LMC_SC10,55573,5.166783,-68.88733,34.21,6419.62,18.940,1.041,17.897,0.026,0.038,,,
258,258,LMC_SC10,55574,5.166625,-68.88731,26.88,6419.86,21.214,2.045,19.167,0.317,0.421,,,
259,259,LMC_SC10,55576,5.167742,-68.88711,79.37,6421.80,19.658,1.172,18.484,0.085,0.053,0.995,20.660,0.175
260,260,LMC_SC10,55578,5.167622,-68.88683,73.66,6424.26,18.858,0.964,17.894,0.037,0.035,0.920,19.783,0.089
261,261,LMC_SC10,55580,5.167497,-68.88664,67.87,6425.78,19.182,0.956,18.226,0.035,0.042,0.971,20.159,0.102
262,262,LMC_SC10,55581,5.167419,-68.88644,64.21,6427.41,19.588,1.088,18.498,0.087,0.064,1.101,20.695,0.152
263,263,LMC_SC10,55586,5.166689,-68.88619,29.82,6429.58,18.643,0.120,18.523,0.027,0.066,,,
264,264,LMC_SC10,55589,5.167283,-68.88592,57.76,6432.09,19.383,0.969,18.413,0.054,0.063,,,
265,265,LMC_SC10,55595,5.167214,-68.88558,54.51,6434.94,19.690,1.303,18.386,0.179,0.073,,,
266,266,LMC_SC10,55597,5.167931,-68.88558,88.10,6435.22,18.914,0.049,18.866,0.071,0.125,-0.033,18.881,0.056
267,267,LMC_SC10,55598,5.168661,-68.88547,122.55,6436.28,19.536,0.848,18.688,0.047,0.059,0.792,20.334,0.147
268,268,LMC_SC10,55603,5.168194,-68.88522,100.62,6438.46,18.806,0.737,18.068,0.025,0.038,0.691,19.502,0.124
269,269,LMC_SC10,55605,5.167053,-68.88478,46.82,6441.84,19.528,0.854,18.674,0.199,0.156,,,
270,270,LMC_SC10,55614,5.168181,-68.88456,99.82,6444.16,19.960,1.310,18.648,0.132,0.119,0.494,20.458,0.099
271,271,LMC_SC10,55616,5.167300,-68.88439,58.46,6445.38,18.104,0.045,18.059,0.037,0.069,-0.914,17.187,0.687
272,272,LMC_SC10,55617,5.167517,-68.88444,68.60,6445.04,18.175,0.065,18.110,0.023,0.037,-0.003,18.172,0.024
273,273,LMC_SC10,55992,5.167253,-68.91264,57.54,6199.61,18.229,0.015,18.214,0.094,0.126,-0.144,18.086,0.181
274,274,LMC_SC10,55999,5.167233,-68.89300,55.78,6370.32,19.726,1.212,18.513,0.102,0.072,,,
275,275,LMC_SC10,56021,5.166161,-68.91861,6.62,6147.26,,,19.128,,0.131,,,
276,276,LMC_SC10,56024,5.166333,-68.91844,14.64,6148.91,18.656,0.044,18.612,0.066,0.082,,,
277,277,LMC_SC10,56035,5.168186,-68.91794,101.69,6153.55,20.657,0.840,19.816,0.156,0.192,0.927,21.590,0.517
278,278,LMC_SC10,56036,5.168486,-68.91794,115.78,6153.79,19.840,0.399,19.441,0.074,0.106,0.265,20.107,0.106
279,279,LMC_SC10,56040,5.168675,-68.91775,124.58,6155.38,20.062,0.384,19.677,0.087,0.141,0.237,20.301,0.125
280,280,LMC_SC10,56048,5.166269,-68.91725,11.55,6159.29,19.976,0.150,19.827,0.451,0.427,,,
281,281,LMC_SC10,56053,5.166361,-68.91669,15.89,6163.97,,,19.807,,0.509,,,
282,282,LMC_SC10,56054,5.166931,-68.91686,42.69,6162.77,20.732,0.878,19.852,0.225,0.177,,,
283,283,LMC_SC10,56059,5.167764,-68.91661,81.81,6165.18,19.348,0.135,19.213,0.085,0.109,0.070,19.419,0.092
284,284,LMC_SC10,56060,5.166053,-68.91644,1.38,6166.21,,,18.980,,0.116,,,
285,285,LMC_SC10,56062,5.166150,-68.91636,5.92,6166.98,18.983,0.130,18.852,0.081,0.088,,,
286,286,LMC_SC10,56063,5.168592,-68.91639,120.61,6167.31,19.450,0.467,18.982,0.073,0.133,0.275,19.727,0.108
287,287,LMC_SC10,56065,5.166342,-68.91617,14.95,6168.58,20.497,1.388,19.107,0.164,0.125,,,
288,288,LMC_SC10,56066,5.166978,-68.91631,44.78,6167.53,19.363,0.109,19.254,0.059,0.107,,,
289,289,LMC_SC10,56067,5.168456,-68.91622,114.26,6168.81,19.821,0.966,18.853,0.097,0.085,0.705,20.530,0.155
290,290,LMC_SC10,56072,5.166878,-68.91581,40.15,6171.81,20.453,1.052,19.400,0.188,0.129,,,
291,291,LMC_SC10,56073,5.167214,-68.91581,55.83,6171.96,19.408,0.020,19.387,0.066,0.127,,,
292,292,LMC_SC10,56074,5.168422,-68.91544,112.59,6175.39,19.104,0.159,18.946,0.049,0.096,0.187,19.292,0.130
293,293,LMC_SC10,56077,5.167825,-68.91569,84.63,6173.05,19.781,0.973,18.807,0.085,0.075,0.860,20.646,0.226
294,294,LMC_SC10,56078,5.168464,-68.91586,114.65,6171.77,19.086,0.015,19.071,0.072,0.104,0.073,19.160,0.073
295,295,LMC_SC10,56081,5.166678,-68.91556,30.75,6173.99,20.122,0.844,19.277,0.152,0.143,,,
296,296,LMC_SC10,56087,5.167019,-68.91536,46.72,6175.88,20.464,1.018,19.447,0.196,0.138,,,
297,297,LMC_SC10,56088,5.168394,-68.91519,111.28,6177.61,18.807,-0.084,18.892,0.059,0.136,0.265,19.073,0.095
298,298,LMC_SC10,56091,5.168617,-68.91506,121.76,6178.94,19.387,0.368,19.019,0.087,0.104,0.189,19.578,0.214
299,299,LMC_SC10,56093,5.166656,-68.91492,29.63,6179.64,19.340,0.022,19.317,0.061,0.114,,,
300,300,LMC_SC10,56102,5.166061,-68.91439,1.71,6184.08,,,18.814,,0.195,,,
301,301,LMC_SC10,56103,5.168472,-68.91447,114.89,6183.97,19.124,0.086,19.037,0.081,0.115,0.041,19.165,0.081
302,302,LMC_SC10,56105,5.167633,-68.91433,75.55,6184.92,19.313,0.068,19.246,0.041,0.104,0.028,19.340,0.063
303,303,LMC_SC10,56106,5.166317,-68.91411,13.71,6186.57,18.929,0.157,18.771,0.062,0.066,,,
304,304,LMC_SC10,56111,5.167906,-68.91394,88.32,6188.41,19.911,1.136,18.775,0.073,0.090,1.258,21.177,0.238
305,305,LMC_SC10,56114,5.167014,-68.91361,46.33,6191.06,20.783,1.240,19.543,0.121,0.115,,,
306,306,LMC_SC10,56116,5.166483,-68.91350,21.44,6191.96,20.203,0.473,19.728,0.099,0.190,,,
307,307,LMC_SC10,56119,5.167708,-68.91336,78.96,6193.44,19.181,0.107,19.074,0.047,0.085,0.044,19.225,0.071
308,308,LMC_SC10,56121,5.168461,-68.91339,114.39,6193.39,19.550,0.262,19.288,0.075,0.103,0.246,19.798,0.090
309,309,LMC_SC10,56126,5.166142,-68.91311,5.36,6195.13,18.925,-0.064,18.990,0.073,0.194,,,
310,310,LMC_SC10,56130,5.166903,-68.91303,41.18,6196.01,19.892,0.987,18.903,0.084,0.074,,,
311,311,LMC_SC10,56131,5.167772,-68.91300,81.93,6196.51,18.682,-0.073,18.756,0.038,0.069,-0.066,18.616,0.034
312,312,LMC_SC10,56132,5.168725,-68.91308,126.75,6196.09,19.265,-0.080,19.344,0.052,0.106,0.024,19.289,0.051
313,313,LMC_SC10,56140,5.167447,-68.91275,66.66,6198.73,20.195,0.783,19.413,0.192,0.235,-0.036,20.160,0.232
314,314,LMC_SC10,56141,5.167322,-68.91258,60.78,6200.02,19.562,0.116,19.446,0.115,0.160,-0.063,19.499,0.322
315,315,LMC_SC10,56147,5.166961,-68.91208,43.81,6204.33,18.668,0.063,18.604,0.042,0.059,,,
316,316,LMC_SC10,56148,5.166483,-68.91211,21.33,6203.98,19.619,0.135,19.482,0.063,0.143,,,
317,317,LMC_SC10,56151,5.167564,-68.91175,72.17,6207.34,19.390,0.214,19.176,0.055,0.087,0.170,19.560,0.090
318,318,LMC_SC10,56152,5.166347,-68.91169,14.93,6207.54,19.827,0.307,19.519,0.118,0.154,,,
319,319,LMC_SC10,56153,5.168500,-68.91183,116.20,6206.99,19.825,0.345,19.479,0.066,0.157,0.048,19.874,0.106
320,320,LMC_SC10,56155,5.166439,-68.91156,19.32,6208.74,20.881,0.845,20.036,0.311,0.304,,,
321,321,LMC_SC10,56156,5.167528,-68.91142,70.41,6210.38,19.340,0.167,19.173,0.060,0.093,0.102,19.443,0.073
322,322,LMC_SC10,56157,5.168244,-68.91133,104.17,6211.16,19.687,1.029,18.657,0.064,0.063,0.881,20.574,0.152
323,323,LMC_SC10,56159,5.167306,-68.91128,60.01,6211.41,19.446,0.153,19.293,0.041,0.091,0.184,19.632,0.052
324,324,LMC_SC10,56160,5.166992,-68.91119,45.29,6212.18,20.056,1.186,18.869,0.177,0.069,,,
325,325,LMC_SC10,56161,5.168483,-68.91133,115.33,6211.21,19.537,0.150,19.388,0.063,0.126,0.079,19.617,0.086
326,326,LMC_SC10,56167,5.167261,-68.91083,57.81,6215.30,20.063,1.250,18.812,0.087,0.067,0.846,20.917,0.263
327,327,LMC_SC10,56171,5.167036,-68.91081,47.36,6215.55,19.636,0.202,19.435,0.130,0.119,,,
328,328,LMC_SC10,56172,5.168244,-68.91078,104.10,6216.15,18.861,-0.006,18.867,0.036,0.075,-0.002,18.858,0.066
329,329,LMC_SC10,56175,5.167914,-68.91058,88.54,6217.54,19.131,0.129,19.003,0.072,0.086,0.107,19.239,0.112
330,330,LMC_SC10,56180,5.167753,-68.91033,80.97,6219.79,19.187,0.525,18.662,0.398,0.192,0.119,19.308,0.588
331,331,LMC_SC10,56182,5.166300,-68.91028,12.74,6219.88,19.889,0.765,19.123,0.116,0.135,,,
332,332,LMC_SC10,56183,5.166886,-68.90992,40.22,6223.18,19.024,-0.103,19.126,0.056,0.120,,,
333,333,LMC_SC10,56184,5.166847,-68.91031,38.36,6219.76,20.114,0.639,19.474,0.128,0.159,,,
334,334,LMC_SC10,56192,5.168736,-68.90994,127.18,6223.43,20.287,0.884,19.401,0.155,0.141,-0.150,20.138,0.110
335,335,LMC_SC10,56194,5.166811,-68.90978,36.68,6224.33,19.953,0.460,19.493,0.227,0.186,,,
336,336,LMC_SC10,56195,5.167317,-68.90978,60.40,6224.39,19.417,-0.074,19.491,0.086,0.355,0.134,19.552,0.207
337,337,LMC_SC10,56196,5.168075,-68.90969,96.10,6225.53,20.196,1.371,18.824,0.099,0.077,0.888,21.091,0.261
338,338,LMC_SC10,56198,5.166122,-68.90947,4.33,6226.89,19.254,0.384,18.870,0.107,0.109,,,
339,339,LMC_SC10,56199,5.167603,-68.90958,73.88,6226.20,18.845,0.122,18.723,0.055,0.072,0.141,18.986,0.061
340,340,LMC_SC10,56204,5.166450,-68.90936,19.70,6227.88,19.859,0.159,19.699,0.079,0.141,,,
341,341,LMC_SC10,56207,5.167697,-68.90897,78.24,6231.67,19.221,-0.006,19.227,0.055,0.125,-0.015,19.206,0.058
342,342,LMC_SC10,56208,5.168431,-68.90903,112.77,6231.36,19.105,0.139,18.966,0.048,0.117,0.101,19.207,0.101
343,343,LMC_SC10,56210,5.167353,-68.90881,62.11,6232.99,19.038,0.243,18.795,0.065,0.090,0.077,19.115,0.067
344,344,LMC_SC10,56211,5.167808,-68.90886,83.54,6232.59,19.382,0.618,18.763,0.121,0.112,0.578,19.964,0.250
345,345,LMC_SC10,56213,5.166839,-68.90881,37.88,6232.73,19.423,0.772,18.651,0.220,0.238,,,
346,346,LMC_SC10,56216,5.168450,-68.90836,113.62,6237.12,19.304,0.097,19.207,0.073,0.172,0.013,19.317,0.079
347,347,LMC_SC10,56217,5.168497,-68.90861,115.89,6235.02,20.485,1.209,19.275,0.164,0.140,0.856,21.347,0.338
348,348,LMC_SC10,56218,5.167717,-68.90850,79.15,6235.67,19.133,0.147,18.986,0.074,0.089,0.122,19.255,0.075
349,349,LMC_SC10,56219,5.166286,-68.90825,11.87,6237.47,19.448,0.442,19.007,0.150,0.112,,,
350,350,LMC_SC10,56220,5.167142,-68.90839,52.09,6236.54,19.138,-0.025,19.164,0.070,0.132,,,
351,351,LMC_SC10,56221,5.167350,-68.90844,61.96,6235.98,20.132,0.870,19.261,0.151,0.126,0.803,20.939,0.329
352,352,LMC_SC10,56223,5.166183,-68.90797,7.03,6239.96,19.753,0.811,18.940,0.139,0.116,,,
353,353,LMC_SC10,56227,5.166292,-68.90792,12.11,6240.28,19.698,0.260,19.439,0.105,0.136,,,
354,354,LMC_SC10,56228,5.166519,-68.90783,22.83,6241.17,20.128,0.326,19.802,0.137,0.181,,,
355,355,LMC_SC10,56229,5.166639,-68.90783,28.48,6241.20,20.357,0.921,19.435,0.153,0.122,,,
356,356,LMC_SC10,56235,5.167919,-68.90756,88.62,6244.04,19.547,0.515,19.032,0.072,0.087,0.251,19.800,0.116
357,357,LMC_SC10,56241,5.166364,-68.90714,15.53,6247.19,19.133,0.390,18.743,0.069,0.095,,,
358,358,LMC_SC10,56242,5.166303,-68.90744,12.61,6244.43,18.922,-0.228,19.149,0.122,0.185,,,
359,359,LMC_SC10,56243,5.167039,-68.90728,47.27,6246.11,20.049,0.873,19.176,0.161,0.140,,,
360,360,LMC_SC10,56244,5.167194,-68.90742,54.61,6245.01,19.039,0.301,18.737,0.078,0.109,,,
361,361,LMC_SC10,56247,5.166253,-68.90686,10.23,6249.61,20.575,0.917,19.656,0.433,0.172,,,
362,362,LMC_SC10,56248,5.167117,-68.90731,50.90,6246.00,19.034,0.096,18.937,0.066,0.093,,,
363,363,LMC_SC10,56249,5.167489,-68.90736,68.41,6245.56,19.289,0.131,19.158,0.056,0.132,-0.048,19.241,0.086
364,364,LMC_SC10,56250,5.168208,-68.90744,102.23,6244.97,19.690,0.228,19.461,0.086,0.129,0.221,19.912,0.092
365,365,LMC_SC10,56252,5.167647,-68.90717,75.83,6247.24,19.824,0.966,18.857,0.145,0.106,0.466,20.293,0.273
366,366,LMC_SC10,56255,5.166836,-68.90703,37.77,6248.29,20.482,1.330,19.151,0.357,0.120,,,
367,367,LMC_SC10,56256,5.167414,-68.90714,64.83,6247.59,19.320,0.121,19.198,0.107,0.155,0.135,19.455,0.184
368,368,LMC_SC10,56261,5.166358,-68.90694,15.29,6248.95,19.026,-0.424,19.450,0.101,0.165,,,
369,369,LMC_SC10,56262,5.167519,-68.90675,69.85,6251.00,19.300,0.213,19.087,0.119,0.120,0.047,19.347,0.143
370,370,LMC_SC10,56264,5.167794,-68.90661,82.75,6252.17,19.258,0.041,19.217,0.057,0.109,-0.002,19.256,0.096
371,371,LMC_SC10,56267,5.166058,-68.90642,1.12,6253.44,,,19.195,,0.135,,,
372,372,LMC_SC10,56274,5.168211,-68.90622,102.34,6255.56,19.655,0.257,19.397,0.055,0.103,0.228,19.885,0.105
373,373,LMC_SC10,56277,5.167472,-68.90619,67.53,6255.80,20.125,0.828,19.297,0.178,0.101,0.794,20.926,0.338
374,374,LMC_SC10,56278,5.168714,-68.90603,125.95,6257.58,18.890,0.117,18.772,0.054,0.078,-0.128,18.761,0.055
375,375,LMC_SC10,56282,5.168122,-68.90589,98.14,6258.43,19.631,0.175,19.456,0.071,0.117,0.186,19.818,0.083
376,376,LMC_SC10,56286,5.167072,-68.90553,48.70,6261.41,19.903,0.841,19.061,0.155,0.110,,,
377,377,LMC_SC10,56287,5.166694,-68.90531,30.98,6263.19,19.287,0.488,18.798,0.099,0.090,,,
378,378,LMC_SC10,56290,5.168400,-68.90533,111.17,6263.49,18.765,0.295,18.471,0.027,0.065,0.237,19.004,0.047
379,379,LMC_SC10,56291,5.168497,-68.90542,115.68,6262.86,19.530,0.024,19.506,0.113,0.186,0.102,19.632,0.061
380,380,LMC_SC10,56294,5.166136,-68.90506,4.68,6265.13,,,19.066,,0.446,,,
381,381,LMC_SC10,56295,5.167806,-68.90511,83.24,6265.27,18.806,0.308,18.498,0.069,0.179,0.355,19.162,0.190
382,382,LMC_SC10,56300,5.167003,-68.90472,45.47,6268.34,18.600,-0.066,18.667,0.065,0.081,,,
383,383,LMC_SC10,56301,5.167144,-68.90478,52.07,6267.85,19.352,0.058,19.293,0.108,0.139,,,
384,384,LMC_SC10,56303,5.167672,-68.90464,76.88,6269.40,19.779,0.319,19.460,0.096,0.167,0.098,19.878,0.109
385,385,LMC_SC10,56305,5.167794,-68.90450,82.64,6270.63,19.212,0.170,19.042,0.073,0.117,0.067,19.280,0.086
386,386,LMC_SC10,56306,5.168711,-68.90447,125.78,6270.96,19.290,0.051,19.239,0.039,0.093,0.047,19.338,0.067
387,387,LMC_SC10,56308,5.168275,-68.90428,105.28,6272.68,20.512,1.697,18.813,0.149,0.072,1.046,21.566,0.398
388,388,LMC_SC10,56312,5.166058,-68.90400,0.98,6274.30,,,18.530,,0.148,,,
389,389,LMC_SC10,56315,5.166786,-68.90333,35.12,6280.40,20.677,1.165,19.510,0.533,0.257,,,
390,390,LMC_SC10,56317,5.166131,-68.90364,4.34,6277.66,,,19.392,,0.243,,,
391,391,LMC_SC10,56319,5.167392,-68.90356,63.61,6278.56,19.091,0.071,19.018,0.058,0.095,0.191,19.282,0.081
392,392,LMC_SC10,56322,5.166364,-68.90344,15.32,6279.37,19.656,0.151,19.504,0.107,0.161,,,
393,393,LMC_SC10,56323,5.168600,-68.90347,120.45,6279.72,19.380,0.173,19.207,0.045,0.099,0.125,19.506,0.064
394,394,LMC_SC10,56324,5.166992,-68.90322,44.85,6281.43,19.300,0.702,18.598,0.405,0.315,,,
395,395,LMC_SC10,56326,5.166850,-68.90306,38.22,6282.80,19.649,0.643,19.006,0.312,0.394,,,
396,396,LMC_SC10,56328,5.166756,-68.90300,33.69,6283.20,19.757,0.592,19.164,0.137,0.206,,,
397,397,LMC_SC10,56333,5.167883,-68.90258,86.72,6287.20,18.951,0.194,18.756,0.041,0.083,0.263,19.215,0.078
398,398,LMC_SC10,56334,5.167847,-68.90292,85.10,6284.26,19.444,0.107,19.335,0.053,0.125,0.106,19.549,0.099
399,399,LMC_SC10,56337,5.166272,-68.90264,10.94,6286.29,19.131,-0.206,19.338,0.087,0.152,,,
400,400,LMC_SC10,56338,5.168106,-68.90264,97.21,6286.91,19.040,0.142,18.898,0.038,0.083,0.087,19.127,0.076
401,401,LMC_SC10,56344,5.166061,-68.90200,0.97,6291.75,,,18.400,,0.096,,,
402,402,LMC_SC10,56345,5.168408,-68.90222,111.40,6290.41,19.214,-0.566,19.781,0.235,0.348,0.378,19.593,0.287
403,403,LMC_SC10,56348,5.167028,-68.90186,46.53,6293.23,19.166,0.899,18.267,0.697,0.511,,,
404,404,LMC_SC10,56349,5.167181,-68.90208,53.64,6291.29,19.832,0.896,18.935,0.233,0.281,,,
405,405,LMC_SC10,56350,5.167619,-68.90194,74.36,6292.69,19.364,0.472,18.892,0.082,0.164,0.283,19.649,0.167
406,406,LMC_SC10,56351,5.166878,-68.90200,39.41,6292.15,19.228,0.568,18.659,0.418,0.364,,,
407,407,LMC_SC10,56352,5.167806,-68.90194,83.10,6292.89,19.212,0.259,18.952,0.072,0.177,0.146,19.359,0.093
408,408,LMC_SC10,56355,5.167461,-68.90181,66.86,6293.91,19.233,0.391,18.843,0.128,0.121,-0.026,19.208,0.165
409,409,LMC_SC10,56359,5.166383,-68.90172,16.19,6294.22,19.440,-0.007,19.447,0.104,0.165,,,
410,410,LMC_SC10,56360,5.166739,-68.90150,32.90,6296.46,19.530,0.782,18.748,0.188,0.119,,,
411,411,LMC_SC10,56361,5.166897,-68.90164,40.38,6295.24,19.672,0.349,19.323,0.322,0.329,,,
412,412,LMC_SC10,56362,5.166964,-68.90167,43.42,6295.04,19.377,0.429,18.947,0.268,0.343,,,
413,413,LMC_SC10,56363,5.167703,-68.90147,78.20,6296.79,20.112,1.099,19.012,0.228,0.148,,,
414,414,LMC_SC10,56364,5.168522,-68.90147,116.66,6297.03,19.425,0.606,18.818,0.060,0.099,-0.103,19.323,0.055
415,415,LMC_SC10,56379,5.166783,-68.90042,34.94,6305.66,19.225,0.113,19.112,0.084,0.135,,,
416,416,LMC_SC10,56380,5.168611,-68.90081,120.83,6303.00,18.987,-0.049,19.036,0.041,0.082,-0.025,18.961,0.046
417,417,LMC_SC10,56387,5.166144,-68.90050,4.86,6304.89,20.457,0.992,19.465,0.196,0.147,,,
418,418,LMC_SC10,56391,5.167900,-68.90022,87.41,6307.71,19.263,0.179,19.084,0.052,0.080,0.144,19.408,0.056
419,419,LMC_SC10,56392,5.168075,-68.90025,95.58,6307.48,19.717,0.253,19.463,0.069,0.187,-0.006,19.711,0.221
420,420,LMC_SC10,56396,5.166208,-68.89986,7.91,6310.37,18.912,-0.022,18.934,0.032,0.086,,,
421,421,LMC_SC10,56400,5.167958,-68.89989,90.15,6310.71,19.566,0.297,19.270,0.054,0.099,0.302,19.870,0.101
422,422,LMC_SC10,56404,5.167592,-68.89956,72.93,6313.55,19.457,0.072,19.385,0.064,0.122,0.148,19.605,0.057
423,423,LMC_SC10,56406,5.166575,-68.89922,25.00,6316.17,20.180,0.489,19.692,0.237,0.196,,,
424,424,LMC_SC10,56409,5.167964,-68.89906,90.33,6317.96,19.774,0.962,18.811,0.081,0.077,0.805,20.584,0.196
425,425,LMC_SC10,56411,5.167283,-68.89894,58.33,6318.73,19.703,0.323,19.380,0.098,0.149,0.273,19.978,0.127
426,426,LMC_SC10,56414,5.166653,-68.89881,28.63,6319.69,20.568,0.595,19.972,0.205,0.462,,,
427,427,LMC_SC10,56415,5.166833,-68.89886,37.19,6319.29,19.034,-0.041,19.075,0.473,0.502,,,
428,428,LMC_SC10,56420,5.167369,-68.89858,62.37,6321.85,19.606,0.805,18.801,0.089,0.076,0.248,19.857,0.085
429,429,LMC_SC10,56421,5.168594,-68.89864,119.92,6321.76,19.275,0.274,19.000,0.056,0.084,0.124,19.400,0.056
430,430,LMC_SC10,56424,5.167042,-68.89839,46.96,6323.57,20.301,1.300,19.001,0.148,0.080,,,
431,431,LMC_SC10,56426,5.166575,-68.89836,25.04,6323.55,19.469,0.213,19.257,0.082,0.114,,,
432,432,LMC_SC10,56430,5.166303,-68.89794,12.19,6327.19,19.454,0.110,19.345,0.106,0.137,,,
433,433,LMC_SC10,56431,5.167111,-68.89800,50.15,6326.93,19.866,0.283,19.583,0.129,0.165,,,
434,434,LMC_SC10,56437,5.168186,-68.89764,100.70,6330.31,19.180,0.177,19.003,0.043,0.081,0.156,19.337,0.107
435,435,LMC_SC10,56438,5.167131,-68.89747,51.09,6331.47,19.945,0.679,19.265,0.131,0.109,,,
